combine w/,team table,,,,OLDentryid,entryid,Year,orgid,Class,Team,Place,buggyid,Prelim,Reroll,Final,Fin Reroll,DQ,Note,PreDriver,PreH1,PreH2,PreH3,PreH4,PreH5,RRDriver,RRH1,RRH2,RRH3,RRH4,RRH5,FinDriver,FinH1,FinH2,FinH3,FinH4,FinH5,FinRRDriver,FinRRH1,FinRRH2,FinRRH3,FinRRH4,FinRRH5
,,,,,60,1981.PKA.MB,1981,PKA,M,B,3,whitelightening,138.5,0,0,0,0,,133,116,129,144,126,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1773,1981.PKT.MA,1981,PKT,M,A,0,streak,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1774,1981.PKT.MB,1981,PKT,M,B,0,shadow,0,0,0,0,Spin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1775,1981.PKT.MC,1981,PKT,M,C,0,whitetrash,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,789,1981.SDC.WA,1981,SDC,W,A,1,0,184.08,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,793,1981.SN.MA,1981,SN,M,A,2,esp,134.2,0,0,0,0,"Course Record, broken later that day by CIA",1777,1773,1774,1775,0,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1771,1982.ATO.WA,1982,ATO,W,A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,304,1982.BTP.MB,1982,BTP,M,B,0,echo,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,299,1982.BTP.MA,1982,BTP,M,A,6,presence,139.1,0,139,0,0,,1039,1034,0,0,1037,1040,0,0,0,0,0,0,1039,1034,0,0,1037,1040,0,0,0,0,0,0
,,,,,930,1982.BTP.MC,1982,BTP,M,C,14,0,155.1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,792,1982.CIA.MA,1982,CIA,M,A,3,0,138.5,0,136.5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,932,1982.CIA.MB,1982,CIA,M,B,7,0,142.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,933,1982.CIA.MC,1982,CIA,M,C,13,0,153.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,788,1982.CIA.WA,1982,CIA,W,A,1,blackmagic,0,0,169.29,0,0,Course Record,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1441,1982.CIA.WB,1982,CIA,W,B,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,783,1982.DTD.MA,1982,DTD,M,A,0,cyclone79,0,0,0,0,0,,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,934,1982.DTD.MB,1982,DTD,M,B,20,0,168.9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1768,1982.DTD.WA,1982,DTD,W,A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,324,1982.FRI.MA,1982,FRI,M,A,0,flyingbuttress,0,0,0,0,0,,1054,0,1053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,325,1982.FRI.MB,1982,FRI,M,B,0,leroy,0,0,0,0,0,,1055,0,0,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,89,1982.FRI.WA,1982,FRI,W,A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,935,1982.KS.MB,1982,KS,M,B,18,0,163.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,88,1982.KS.WA,1982,KS,W,A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,63,1982.PKA.MA,1982,PKA,M,A,2,0,133.81,0,133.53,0,0,,137,129,123,144,124,132,0,0,0,0,0,0,137,129,123,144,124,132,0,0,0,0,0,0
,,,,,61,1982.PKA.MB,1982,PKA,M,B,5,whitelightening,140.52,0,138.46,0,0,,145,146,147,139,148,126,0,0,0,0,0,0,145,146,147,139,148,126,0,0,0,0,0,0
,,,,,64,1982.PKA.MC,1982,PKA,M,C,8,landshark,145.94,0,0,0,0,,122,131,138,154,155,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,62,1982.PKA.MD,1982,PKA,M,D,16,pithon,159.01,0,0,0,0,,149,150,130,151,152,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,936,1982.PKT.MA,1982,PKT,M,A,11,0,150,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,937,1982.PKT.MC,1982,PKT,M,C,12,0,152.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,938,1982.SAE.MA,1982,SAE,M,A,10,intrepid,148,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,939,1982.SAE.MB,1982,SAE,M,B,17,0,160,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,940,1982.SDC.MA,1982,SDC,M,A,9,0,147,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,941,1982.SDC.MB,1982,SDC,M,B,19,0,168.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1463,1982.SDC.WA,1982,SDC,W,A,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1769,1982.SDC.WB,1982,SDC,W,B,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1714,1982.SN.MC,1982,SN,M,C,0,lizzard,0,0,0,0,DNF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,733,1982.SN.MA,1982,SN,M,A,1,lemur,131.5,0,130.79,0,0,,1777,1778,1774,1779,0,1773,0,0,0,0,0,0,1777,1778,1774,1779,0,1773,0,0,0,0,0,0
,,,,,942,1982.SN.MB,1982,SN,M,B,4,0,139.3,0,138.3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,943,1982.SN.MD,1982,SN,M,D,15,0,157.4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1770,1982.SN.WA,1982,SN,W,A,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,944,1982.TX.MB,1982,TX,M,B,21,0,170.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,310,1983.BTP.MC,1983,BTP,M,C,0,echo,144.6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,945,1983.BTP.MD,1983,BTP,M,D,0,eighttwofive,165.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,300,1983.BTP.MA,1983,BTP,M,A,2,vixen,132,0,0,130,0,"Contact with PKA B; stop, reroll alone",1041,1042,1043,1037,1040,1044,0,0,0,0,0,0,1041,1042,1043,1037,1040,1044,1041,1042,1043,1037,1040,1044
,,,,,305,1983.BTP.MB,1983,BTP,M,B,7,presence,141.2,0,140.4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.BTP.WA,1983,BTP,W,A,0,echo,0,0,179.4,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,947,1983.CIA.MB,1983,CIA,M,B,0,darkstar,145.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,948,1983.CIA.MC,1983,CIA,M,C,0,astreetcarnameddesire,156.4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,946,1983.CIA.MA,1983,CIA,M,A,4,blackmagic,138,0,134.8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,787,1983.CIA.WA,1983,CIA,W,A,1,blackmagic,0,0,166.5,0,0,Course Record,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1442,1983.CIA.WB,1983,CIA,W,B,3,darkstar,0,0,175.3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.DTD.MA,1983,DTD,M,A,0,cyclone79,0,0,0,0,0,Time? Behind PLP B by 0.5s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.DTD.MB,1983,DTD,M,B,0,deltaqueen,166,0,0,0,0,Time? estimate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.DU.MB,1983,DU,M,B,0,diffusion,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,327,1983.FRI.MB,1983,FRI,M,B,0,bumpzoid,152.1,0,0,0,0,,1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,326,1983.FRI.MA,1983,FRI,M,A,0,flyingbuttress,156.1,0,0,0,0,,0,1057,1053,0,0,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,328,1983.FRI.WA,1983,FRI,W,A,0,flyingbuttress,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.KS.MB,1983,KS,M,B,0,0,0,0,0,0,DQ,Why DQ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,949,1983.KS.MA,1983,KS,M,A,0,atf,144.1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,950,1983.KS.MC,1983,KS,M,C,0,thirtyfourninetyfive,170.5,0,0,0,0,D team?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,67,1983.PKA.MD,1983,PKA,M,D,0,whitelightening,150.5,0,0,0,0,,137,163,164,165,166,167,0,0,0,0,0,0,0,0,0,0,0,0,160,131,161,152,162,137
,,,,,65,1983.PKA.MB,1983,PKA,M,B,1,bullet,133.3,0,0,129,0,"Contact with BTP A; stop, reroll alone. Finals pushers swapped with A team. Course Record",149,157,155,154,158,159,0,0,0,0,0,0,149,168,130,146,129,132,149,168,130,146,129,132
,,,,,68,1983.PKA.MA,1983,PKA,M,A,5,godzilla,131.9,0,138.2,0,0,Finals pushers swapped with B team,145,168,130,146,129,132,0,0,0,0,0,0,145,157,155,154,158,159,0,0,0,0,0,0
,,,,,66,1983.PKA.MC,1983,PKA,M,C,6,0,144,0,0,138.5,0,Cut off by SN B; reroll,160,131,161,152,162,137,0,0,0,0,0,0,160,131,161,152,162,137,0,0,0,0,0,0
,,,,,,1983.PKT.MB,1983,PKT,M,B,0,0,0,0,0,0,Drops,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.PKT.MC,1983,PKT,M,C,0,shadow,166,0,0,0,0,Time? estimate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,951,1983.PKT.MA,1983,PKT,M,A,0,stiletto,143.7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.PLP.MA,1983,PLP,M,A,0,legend,0,0,0,0,Spin,"Spin, reroll, spin again",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.PLP.MB,1983,PLP,M,B,0,falcon,0,0,0,0,0,Time?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,952,1983.PLP.MC,1983,PLP,M,C,0,bluedolphin,194.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.PLP.WA,1983,PLP,W,A,0,legend,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,953,1983.SAE.MA,1983,SAE,M,A,0,intrepid,153,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,954,1983.SAE.MB,1983,SAE,M,B,0,thehustler,148.4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,955,1983.SAE.MC,1983,SAE,M,C,0,limo,194.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.SDC.MA,1983,SDC,M,A,0,bluehaze,0,0,0,0,Pushbar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.SDC.MB,1983,SDC,M,B,0,excalibur,0,0,0,0,0,Time?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.SDC.MC,1983,SDC,M,C,0,triskelian,0,0,0,0,0,Time?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1464,1983.SDC.WA,1983,SDC,W,A,2,bluehaze,0,0,170,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.SN.MC,1983,SN,M,C,0,0,0,0,0,0,Pushbar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,957,1983.SN.MB,1983,SN,M,B,0,esp,142.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,956,1983.SN.MA,1983,SN,M,A,3,lemur,133.2,0,131,0,0,,1777,1778,1776,1779,0,1773,0,0,0,0,0,0,1777,1778,1776,1779,0,1773,0,0,0,0,0,0
,,,,,,1983.SN.WA,1983,SN,W,A,0,scorpion75,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,959,1983.TX.MB,1983,TX,M,B,0,vapor,141.6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,958,1983.TX.MA,1983,TX,M,A,0,relayer,152.1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,960,1983.TX.MC,1983,TX,M,C,0,slowdeath,163.4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1983.ZBT.MB,1983,ZBT,M,B,0,prophecyzbt,0,0,0,0,0,Time?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,961,1984.ATO.MA,1984,ATO,M,A,19,0,155.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,311,1984.BTP.MC,1984,BTP,M,C,0,presence,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,301,1984.BTP.MA,1984,BTP,M,A,3,athena,136.2,0,135.01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,306,1984.BTP.MB,1984,BTP,M,B,6,vixen,136,0,138,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,313,1984.BTP.MD,1984,BTP,M,D,20,echo,156.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1437,1984.BTP.WA,1984,BTP,W,A,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,962,1984.CIA.MA,1984,CIA,M,A,4,blackmagic,136,0,135.9,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,963,1984.CIA.MB,1984,CIA,M,B,12,0,146.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,964,1984.CIA.MC,1984,CIA,M,C,17,0,153.9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,965,1984.CIA.MD,1984,CIA,M,D,21,0,158.7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,786,1984.CIA.WA,1984,CIA,W,A,2,blackmagic,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1443,1984.CIA.WB,1984,CIA,W,B,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,966,1984.DTD.MB,1984,DTD,M,B,22,0,158.9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,967,1984.DTD.MC,1984,DTD,M,C,23,0,177.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,329,1984.FRI.MA,1984,FRI,M,A,10,benefit,140.9,0,0,0,0,,1059,1057,1060,1061,1062,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,330,1984.FRI.MB,1984,FRI,M,B,18,flyingbuttress,154.2,0,0,0,0,,1063,1064,1065,0,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,331,1984.FRI.WA,1984,FRI,W,A,3,benefit,0,0,0,0,0,,1059,1067,1068,1069,1070,1071,0,0,0,0,0,0,1059,1067,1068,1069,1070,1071,0,0,0,0,0,0
,,,,,69,1984.PKA.MA,1984,PKA,M,A,1,mach1,130.85,0,129.5,0,0,,169,168,155,146,148,147,0,0,0,0,0,0,169,168,155,146,148,147,0,0,0,0,0,0
,,,,,71,1984.PKA.MB,1984,PKA,M,B,5,godzilla,134.27,0,137.43,0,0,,173,158,164,152,157,156,0,0,0,0,0,0,173,158,164,152,157,156,0,0,0,0,0,0
,,,,,72,1984.PKA.MC,1984,PKA,M,C,9,bullet,139.84,0,0,0,0,,174,175,161,176,177,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,70,1984.PKA.MD,1984,PKA,M,D,14,whitelightening,148.97,0,0,0,0,,137,163,170,171,172,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,73,1984.PKA.WA,1984,PKA,W,A,1,bullet,0,0,168.6,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,174,175,161,176,177,178,0,0,0,0,0,0
,,,,,1776,1984.PKT.MA,1984,PKT,M,A,0,silhouette,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,968,1984.PKT.MB,1984,PKT,M,B,16,0,152.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,969,1984.PLP.MC,1984,PLP,M,C,24,0,179.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1460,1984.PLP.WA,1984,PLP,W,A,6,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,970,1984.SAE.MB,1984,SAE,M,B,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,971,1984.SAE.MC,1984,SAE,M,C,25,0,201.8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,972,1984.SDC.MA,1984,SDC,M,A,11,0,145.8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,973,1984.SN.MA,1984,SN,M,A,2,lemur,130.2,0,129.96,0,0,,1780,1778,1776,1779,0,1773,0,0,0,0,0,0,1780,1778,1776,1779,0,1773,0,0,0,0,0,0
,,,,,974,1984.SN.MD,1984,SN,M,D,15,0,150.1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1379,1984.TX.MD,1984,TX,M,D,0,relayer,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,975,1984.TX.MA,1984,TX,M,A,7,littlenip,137.9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,976,1984.TX.MB,1984,TX,M,B,8,rapier,139.8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,977,1984.TX.MC,1984,TX,M,C,13,vapor,148.3,0,0,0,0,,0,2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1567,1985.ATO.MA,1985,ATO,M,A,0,0,0,0,0,0,DNS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,314,1985.BTP.MD,1985,BTP,M,D,0,presence,0,0,0,0,DNF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,302,1985.BTP.MA,1985,BTP,M,A,2,vixen,132.4,0,133.27,0,0,,1045,1044,1046,1047,1048,1042,0,0,0,0,0,0,1045,1044,1046,1047,1048,1042,0,0,0,0,0,0
,,,,,307,1985.BTP.MB,1985,BTP,M,B,3,nike,135.37,0,135.93,0,0,,1049,0,0,0,0,0,0,0,0,0,0,0,1049,0,0,0,0,0,0,0,0,0,0,0
,,,,,312,1985.BTP.MC,1985,BTP,M,C,15,echo,144.26,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,979,1985.CIA.MA,1985,CIA,M,A,4,blackmagic,135.86,0,140.14,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,980,1985.CIA.MB,1985,CIA,M,B,16,interceptor,146.9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,981,1985.CIA.MC,1985,CIA,M,C,21,spectre,150.44,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,982,1985.CIA.MD,1985,CIA,M,D,23,darkstar,154.11,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1444,1985.CIA.WB,1985,CIA,W,B,0,0,176.16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1571,1985.CIA.WC,1985,CIA,W,C,0,0,201.64,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,785,1985.CIA.WA,1985,CIA,W,A,1,blackmagic,165.48,0,165.33,0,0,Course Record,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,983,1985.DTD.MA,1985,DTD,M,A,20,crisis,147.97,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,984,1985.DU.MA,1985,DU,M,A,14,hornedscreamer,144.22,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,332,1985.FRI.MA,1985,FRI,M,A,10,benefit,139.62,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,333,1985.FRI.MB,1985,FRI,M,B,24,flyingbuttress,154.78,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,334,1985.FRI.WA,1985,FRI,W,A,3,benefit,0,0,171.48,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,1985.KS.MB,1985,KS,M,B,27,atf,160.04,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,985,1985.KS.MA,1985,KS,M,A,28,minuteman,163.88,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,75,1985.PKA.MA,1985,PKA,M,A,5,mach1,129.91,0,0,0,Crash,,169,168,164,157,148,182,0,0,0,0,0,0,169,168,164,157,148,182,0,0,0,0,0,0
,,,,,74,1985.PKA.MB,1985,PKA,M,B,6,breathless,131.53,0,133.3,0,Brakes,,174,158,179,162,180,181,0,0,0,0,0,0,174,158,179,162,180,181,0,0,0,0,0,0
,,,,,76,1985.PKA.MC,1985,PKA,M,C,9,godzilla,138.15,0,0,0,0,,173,175,161,172,177,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
