combine w/,team table,,,,OLDentryid,entryid,Year,orgid,Class,Team,Place,buggyid,Prelim,Reroll,Final,Fin Reroll,DQ,Note,PreDriver,PreH1,PreH2,PreH3,PreH4,PreH5,RRDriver,RRH1,RRH2,RRH3,RRH4,RRH5,FinDriver,FinH1,FinH2,FinH3,FinH4,FinH5,FinRRDriver,FinRRH1,FinRRH2,FinRRH3,FinRRH4,FinRRH5
,,,,,1517,1994.SN.MC,1994,SN,M,C,0,0,0,0,0,0,Spin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1281,1994.SN.MA,1994,SN,M,A,4,0,135.28,0,134.59,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1282,1994.SN.MB,1994,SN,M,B,5,0,136.41,0,137.29,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1469,1994.SN.WA,1994,SN,W,A,4,0,167.93,0,168.63,0,0,,0,1826,1827,0,0,0,0,0,0,0,0,0,0,1826,1827,0,0,0,0,0,0,0,0,0
,,,,,1499,1994.SN.WB,1994,SN,W,B,11,0,179.51,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1515,1994.SPI.MB,1994,SPI,M,B,0,0,0,0,0,0,Spin,Tire blowout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1513,1994.SPI.MC,1994,SPI,M,C,0,0,141.4,0,0,0,Drops,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,451,1994.SPI.MA,1994,SPI,M,A,3,shakazulu,0,0,0,134.54,0,DNF Prelims - man in chute caused driver to swerve and spin out. Rerolled at the very start of Day 2,1393,0,1394,1395,1391,1392,0,0,0,0,0,0,1393,0,1394,1395,1391,1392,0,0,0,0,0,0
,,,,,1479,1994.SPI.WA,1994,SPI,W,A,2,0,161.52,0,164.76,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1480,1994.SPI.WB,1994,SPI,W,B,6,0,168.34,0,0,0,Contact,Hit PKT A from behind,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1514,1994.STG.MB,1994,STG,M,B,0,0,153.03,0,0,0,DQ,Why DQ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1283,1994.STG.MA,1994,STG,M,A,16,0,145.99,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1504,1994.STG.WA,1994,STG,W,A,16,0,193.34,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1508,1994.STG.WB,1994,STG,W,B,20,0,207.08,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1285,1994.TX.MC,1994,TX,M,C,13,0,148.72,0,0,0,DNF,Reroll; DNF reroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1284,1994.TX.MA,1994,TX,M,A,17,0,146.47,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1564,1994.TX.MB,1994,TX,M,B,23,0,152.52,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1503,1994.TX.WB,1994,TX,W,B,14,0,187.29,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1502,1994.TX.WA,1994,TX,W,A,15,0,189.97,0,0,0,0,Reroll?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1286,1995.AEP.MA,1995,AEP,M,A,30,0,159.78,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1287,1995.BTP.MA,1995,BTP,M,A,6,0,131.77,0,132.08,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1289,1995.BTP.MC,1995,BTP,M,C,14,0,143.07,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1288,1995.BTP.MB,1995,BTP,M,B,15,0,143.4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1529,1995.BTP.WA,1995,BTP,W,A,0,0,164.86,0,0,0,Drops,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1524,1995.BTP.WB,1995,BTP,W,B,11,0,201.52,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1290,1995.CIA.MA,1995,CIA,M,A,25,0,151.35,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1291,1995.DTD.MA,1995,DTD,M,A,13,0,141.79,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1292,1995.DTD.MB,1995,DTD,M,B,16,0,144.05,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1293,1995.DTD.MC,1995,DTD,M,C,26,0,152.98,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1520,1995.DTD.WA,1995,DTD,W,A,7,0,180.08,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1523,1995.DTD.WB,1995,DTD,W,B,10,0,198.19,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1537,1995.DU.MA,1995,DU,M,A,0,0,0,0,0,0,DNS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1538,1995.DU.MB,1995,DU,M,B,0,0,0,0,0,0,DNS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,343,1995.FRI.MA,1995,FRI,M,A,0,scimitar,142.26,0,0,0,0,,1073,1074,0,0,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,344,1995.FRI.MB,1995,FRI,M,B,27,genuinerisk,156.26,0,0,0,0,,0,0,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1294,1995.FRI.MC,1995,FRI,M,C,28,0,157.79,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1521,1995.FRI.WA,1995,FRI,W,A,8,0,181.28,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1525,1995.FRI.WB,1995,FRI,W,B,12,0,206.14,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1527,1995.FRI.WC,1995,FRI,W,C,14,0,215.92,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1295,1995.KDR.MA,1995,KDR,M,A,12,pumpkinking,139.92,0,0,0,0,,1833,2193,2211,1837,2205,1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1296,1995.KDR.MB,1995,KDR,M,B,18,palooka,144.73,0,0,0,0,,2121,2171,2204,2133,1841,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1531,1995.KDR.WA,1995,KDR,W,A,0,palooka,0,0,0,0,DNF,,2121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1535,1995.KS.MA,1995,KS,M,A,0,0,161.75,0,0,0,DQ,Why DQ?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,414,1995.PIO.MC,1995,PIO,M,C,0,tsunami,156.81,0,0,0,0,,1297,1298,1299,1300,0,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,412,1995.PIO.MA,1995,PIO,M,A,10,helios,137.17,0,139.89,0,0,,1280,1286,1287,1288,1289,1290,0,0,0,0,0,0,1280,1286,1287,1288,1289,1290,0,0,0,0,0,0
,,,,,413,1995.PIO.MB,1995,PIO,M,B,17,hyperion,144.38,0,0,0,0,,1291,1292,1293,1294,1295,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1532,1995.PIO.WB,1995,PIO,W,B,0,0,0,0,0,0,DNS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,411,1995.PIO.WA,1995,PIO,W,A,3,helios,174.92,0,171.94,0,0,,1280,1281,1282,1283,1284,1285,0,0,0,0,0,0,1280,1281,1282,1283,1284,1285,0,0,0,0,0,0
,,,,,131,1995.PKA.MC,1995,PKA,M,C,0,mach2,140.04,0,0,0,0,,300,310,302,311,312,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,130,1995.PKA.MA,1995,PKA,M,A,1,maddog,130.54,0,129.98,0,0,,274,299,251,296,281,297,0,0,0,0,0,0,274,299,251,296,281,297,0,0,0,0,0,0
,,,,,133,1995.PKA.MB,1995,PKA,M,B,11,maverick,138.87,0,0,0,0,,283,318,319,303,320,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,132,1995.PKA.MD,1995,PKA,M,D,20,desperado,147.55,0,0,0,0,,280,313,314,315,316,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,134,1995.PKA.WA,1995,PKA,W,A,5,maverick,169.08,0,0,0,Spin,,283,321,322,323,324,325,0,0,0,0,0,0,283,321,322,323,324,325,0,0,0,0,0,0
,,,,,1297,1995.PKT.MA,1995,PKT,M,A,5,0,134.78,0,131.67,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1298,1995.PKT.MB,1995,PKT,M,B,24,0,151.33,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1528,1995.PKT.WA,1995,PKT,W,A,0,0,163.16,0,0,0,Drops,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1522,1995.PKT.WB,1995,PKT,W,B,9,0,188.95,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1299,1995.SDC.MA,1995,SDC,M,A,3,sambvca,133.62,0,130.88,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1300,1995.SDC.MB,1995,SDC,M,B,19,escargot,146.78,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1536,1995.SDC.MC,1995,SDC,M,C,0,terrapin,0,0,0,0,DNF,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1301,1995.SDC.MD,1995,SDC,M,D,31,banzai,163.82,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1465,1995.SDC.WA,1995,SDC,W,A,6,sambvca,178.26,0,174.52,0,Safety violation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1526,1995.SDC.WB,1995,SDC,W,B,13,banzai,214.63,0,0,0,0,,0,0,0,0,0,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1302,1995.SN.MA,1995,SN,M,A,8,0,132.54,0,134.81,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1303,1995.SN.MB,1995,SN,M,B,9,0,137.7,0,138.53,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1304,1995.SN.MC,1995,SN,M,C,21,0,147.57,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1530,1995.SN.WC,1995,SN,W,C,0,0,199.33,0,0,0,Lane Violation,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1519,1995.SN.WA,1995,SN,W,A,2,0,162.55,0,161.64,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1470,1995.SN.WB,1995,SN,W,B,4,0,168.96,0,175.13,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,452,1995.SPI.MA,1995,SPI,M,A,2,haraka,129.98,0,130.27,0,0,,1393,1396,1394,1395,1397,1398,0,0,0,0,0,0,1393,1396,1394,1395,1397,1398,0,0,0,0,0,0
,,,,,1307,1995.SPI.MB,1995,SPI,M,B,4,0,132.2,0,131.61,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1308,1995.SPI.MC,1995,SPI,M,C,7,0,133.12,0,133.92,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,458,1995.SPI.WA,1995,SPI,W,A,1,shakazulu,154.75,0,153.03,0,0,Course Record,1413,1414,291,1415,1416,1417,0,0,0,0,0,0,1413,1414,291,1415,1416,1417,0,0,0,0,0,0
,,,,,1306,1995.STG.MB,1995,STG,M,B,32,0,164.08,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1305,1995.STG.MA,1995,STG,M,A,33,0,166.56,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1533,1995.STG.WA,1995,STG,W,A,0,0,0,0,0,0,DNS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1309,1995.TX.MA,1995,TX,M,A,22,0,148.19,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1310,1995.TX.MB,1995,TX,M,B,23,0,150.16,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1311,1995.TX.MC,1995,TX,M,C,29,0,157.88,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1534,1995.TX.WA,1995,TX,W,A,0,0,0,0,0,0,DNS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1556,1996.BTP.MA,1996,BTP,M,A,0,0,0,0,0,0,Spin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1312,1996.BTP.MB,1996,BTP,M,B,5,0,140.25,0,137.94,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1313,1996.BTP.MC,1996,BTP,M,C,8,0,139.28,0,143.35,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1314,1996.BTP.MD,1996,BTP,M,D,18,0,150.25,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1439,1996.BTP.WA,1996,BTP,W,A,4,0,175.64,0,173.61,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1550,1996.BTP.WB,1996,BTP,W,B,13,0,198.42,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1315,1996.DTD.MA,1996,DTD,M,A,14,0,142.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1316,1996.DTD.MB,1996,DTD,M,B,24,0,154.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1546,1996.DTD.WA,1996,DTD,W,A,11,0,195.43,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1555,1996.DU.MA,1996,DU,M,A,0,0,0,0,0,0,Spin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1549,1996.DU.WA,1996,DU,W,A,10,0,193.13,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,345,1996.FRI.MA,1996,FRI,M,A,23,scimitar,153.71,0,0,0,0,,1080,1081,1082,0,1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,346,1996.FRI.MB,1996,FRI,M,B,27,barrier2,156.2,0,0,0,0,,1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1319,1996.KDR.MA,1996,KDR,M,A,15,nazgul,144.32,0,0,0,0,,1833,1834,1841,1837,2205,2157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1321,1996.KDR.MC,1996,KDR,M,C,25,palooka,154.64,0,0,0,0,,1839,2209,2211,2126,2202,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1320,1996.KDR.MB,1996,KDR,M,B,26,pumpkinking,155.13,0,0,0,0,,2117,2171,2149,2204,2200,2133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1317,1996.KS.MA,1996,KS,M,A,17,0,145.19,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1318,1996.KS.MB,1996,KS,M,B,29,0,161.72,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,416,1996.PIO.MA,1996,PIO,M,A,10,helios,135.95,0,135.78,0,Loss of Mass,,1280,1305,1306,1286,1290,1307,0,0,0,0,0,0,1280,1305,1306,1286,1290,1307,0,0,0,0,0,0
,,,,,417,1996.PIO.MB,1996,PIO,M,B,16,0,144.61,0,0,0,0,,0,1292,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,415,1996.PIO.WA,1996,PIO,W,A,2,helios,171.75,0,171.65,0,0,,1280,1302,378,1303,1304,1285,0,0,0,0,0,0,1280,1302,378,1303,1304,1285,0,0,0,0,0,0
,,,,,136,1996.PKA.MA,1996,PKA,M,A,1,maddog,128.47,0,128.15,0,0,,274,284,329,296,281,299,0,0,0,0,0,0,274,284,329,296,281,299,0,0,0,0,0,0
,,,,,137,1996.PKA.MB,1996,PKA,M,B,4,maverick,133.91,0,136.66,0,0,,283,330,318,303,331,297,0,0,0,0,0,0,283,330,318,303,331,297,0,0,0,0,0,0
,,,,,135,1996.PKA.MC,1996,PKA,M,C,11,mach2,140.68,0,0,0,0,,326,327,302,319,316,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,138,1996.PKA.WA,1996,PKA,W,A,0,maverick,0,0,0,0,DNS,,283,321,322,332,333,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1323,1996.PKT.MB,1996,PKT,M,B,0,0,138.1,0,0,0,False Start,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1322,1996.PKT.MA,1996,PKT,M,A,3,0,133.3,0,133.79,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1548,1996.PKT.WA,1996,PKT,W,A,7,0,181.55,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1547,1996.PKT.WB,1996,PKT,W,B,9,0,186.67,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1324,1996.SDC.MA,1996,SDC,M,A,9,rage,133.35,0,132.82,0,Pushbar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1325,1996.SDC.MB,1996,SDC,M,B,6,sambvca,139.62,0,138.2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1326,1996.SDC.MC,1996,SDC,M,C,19,terrapin,151.15,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1327,1996.SDC.MD,1996,SDC,M,D,28,banzai,159.46,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1377,1996.SDC.WA,1996,SDC,W,A,3,sambvca,171.36,0,172.56,0,0,,0,0,0,0,0,1551,0,0,0,0,0,0,0,0,0,0,0,1551,0,0,0,0,0,0
,,,,,1551,1996.SDC.WB,1996,SDC,W,B,0,escargot,0,0,0,0,Spin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1328,1996.SN.MA,1996,SN,M,A,7,0,137.13,0,140.47,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1329,1996.SN.MB,1996,SN,M,B,13,0,142.27,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1330,1996.SN.MC,1996,SN,M,C,22,0,152.79,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1545,1996.SN.WB,1996,SN,W,B,0,0,0,0,0,0,Spin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1471,1996.SN.WA,1996,SN,W,A,6,0,166.83,0,165.6,0,Drops,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,453,1996.SPI.MA,1996,SPI,M,A,0,fuko,0,0,0,0,Spin,,1399,1400,0,0,1397,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1557,1996.SPI.MC,1996,SPI,M,C,0,0,0,0,0,0,Spin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1333,1996.SPI.MB,1996,SPI,M,B,2,shakazulu,135.45,0,132.9,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,459,1996.SPI.WA,1996,SPI,W,A,1,haraka,156.37,0,155.91,0,0,,1418,1414,291,1415,1416,1417,0,0,0,0,0,0,1418,1414,291,1415,1416,1417,0,0,0,0,0,0
,,,,,1481,1996.SPI.WB,1996,SPI,W,B,5,0,180.37,0,181.22,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1331,1996.STG.MA,1996,STG,M,A,12,0,141.59,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1332,1996.STG.MB,1996,STG,M,B,20,0,151.34,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1544,1996.STG.WA,1996,STG,W,A,8,0,181.99,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1543,1996.STG.WB,1996,STG,W,B,12,0,197.74,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1334,1996.TX.MA,1996,TX,M,A,21,0,152.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1335,1997.AEP.MA,1997,AEP,M,A,30,0,169.28,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1336,1997.BTP.MA,1997,BTP,M,A,2,0,134.12,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1337,1997.BTP.MB,1997,BTP,M,B,12,0,144.69,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1338,1997.BTP.MC,1997,BTP,M,C,20,0,152.48,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1440,1997.BTP.WA,1997,BTP,W,A,5,0,175.39,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1552,1997.DTD.MA,1997,DTD,M,A,0,0,149.8,0,0,0,Drops,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1339,1997.DTD.MB,1997,DTD,M,B,26,0,157.26,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1493,1997.DTD.WA,1997,DTD,W,A,15,0,195.69,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1340,1997.DU.MA,1997,DU,M,A,29,0,164.4,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,347,1997.FRI.MA,1997,FRI,M,A,15,junior,145.41,0,0,0,0,,1085,1086,1082,1087,1088,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,348,1997.FRI.MB,1997,FRI,M,B,27,scimitar,159.26,0,0,0,0,,1080,1090,1091,1092,1093,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,1343,1997.KDR.MA,1997,KDR,M,A,10,pumpkinking,142.52,0,0,0,0,,1833,1834,1835,1836,1837,1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
